sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2021/3/10,7.721525615,West,CA,"Monterey County, CA",6053
2021/3/10,28.48210488,Northeast,PA,"Montgomery County, PA",42091
2021/3/10,345.6782759,Northeast,NY,"Nassau County, NY",36059
2021/3/10,66.31528807,South,FL,"Palm Beach County, FL",12099
2021/3/10,47.77516299,West,MT,"Park County, MT",30067
2021/3/10,29.68323985,West,CA,"Placer County, CA",6061
2021/3/10,228.7104054,South,VA,"Stafford County, VA",51179
2021/3/10,312.704253,Northeast,MA,"Suffolk County, MA",25025
2021/3/10,338.0225469,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/3/10,147.0010586,Northeast,NJ,"Union County, NJ",34039
2021/3/17,73.53954856,West,CO,"Arapahoe County, CO",8005
2021/3/17,285.7653947,Northeast,MA,"Berkshire County, MA",25003
2021/3/17,27.08569298,West,NV,"Elko County, NV",32007
2021/3/17,100.6663024,Northeast,PA,"Erie County, PA",42049
2021/3/17,216.4163683,Northeast,MA,"Essex County, MA",25009
2021/3/17,55.15722972,Northeast,CT,"Fairfield County, CT",9001
2021/3/17,191.7122217,Northeast,PA,"Franklin County, PA",42055
2021/3/17,112.1363408,South,TN,"Hamilton County, TN",47065
2021/3/17,133.4868323,Northeast,PA,"Indiana County, PA",42063
2021/3/17,88.90449762,South,KY,"Jefferson County, KY",21111
2021/3/17,99.23365398,Midwest,IN,"Lake County, IN",18089
2021/3/17,145.9643853,South,FL,"Miami-Dade County, FL",12086
2021/3/17,71.11449868,Northeast,MA,"Middlesex County, MA",25017
2021/3/17,9.44338799,West,CA,"Monterey County, CA",6053
2021/3/17,494.5339422,Northeast,NY,"Nassau County, NY",36059
2021/3/17,50.31177814,West,MT,"Park County, MT",30067
2021/3/17,28.73465054,West,CA,"Placer County, CA",6061
2021/3/17,261.6714579,South,VA,"Stafford County, VA",51179
2021/3/17,342.4735919,Northeast,MA,"Suffolk County, MA",25025
2021/3/17,575.4326985,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/3/24,125.9977956,West,CO,"Arapahoe County, CO",8005
2021/3/24,176.2983523,Northeast,MA,"Berkshire County, MA",25003
2021/3/24,228.2952605,Northeast,PA,"Dauphin County, PA",42043
2021/3/24,37.41814799,West,NV,"Elko County, NV",32007
2021/3/24,189.9083031,Northeast,PA,"Erie County, PA",42049
2021/3/24,227.3121602,Northeast,MA,"Essex County, MA",25009
2021/3/24,142.5470833,Northeast,CT,"Fairfield County, CT",9001
2021/3/24,130.9753627,Northeast,MA,"Hampshire County, MA",25015
2021/3/24,180.1547826,Northeast,PA,"Indiana County, PA",42063
2021/3/24,70.71496096,South,KY,"Jefferson County, KY",21111
2021/3/24,84.4947844,Midwest,IN,"Lake County, IN",18089
2021/3/24,172.0657617,South,FL,"Miami-Dade County, FL",12086
2021/3/24,75.49343427,Northeast,MA,"Middlesex County, MA",25017
2021/3/24,18.27184549,West,CA,"Monterey County, CA",6053
2021/3/24,46.11451103,Northeast,PA,"Montgomery County, PA",42091
2021/3/24,496.7259506,Northeast,NY,"Nassau County, NY",36059
2021/3/24,64.4589119,South,FL,"Palm Beach County, FL",12099
2021/3/24,73.95044801,West,MT,"Park County, MT",30067
2021/3/24,39.41537254,West,CA,"Placer County, CA",6061
2021/3/24,303.1096109,South,VA,"Stafford County, VA",51179
2021/3/24,337.8712675,Northeast,MA,"Suffolk County, MA",25025
2021/3/24,614.2612701,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/3/24,246.954867,Northeast,NJ,"Union County, NJ",34039
2021/3/31,127.7401064,West,CO,"Arapahoe County, CO",8005
2021/3/31,153.423157,Northeast,MA,"Berkshire County, MA",25003
2021/3/31,30.43100264,West,NV,"Elko County, NV",32007
2021/3/31,275.4682434,Northeast,PA,"Erie County, PA",42049
2021/3/31,148.0847258,Northeast,MA,"Essex County, MA",25009
2021/3/31,548.0632944,Northeast,CT,"Fairfield County, CT",9001
2021/3/31,255.7562694,Northeast,PA,"Franklin County, PA",42055
2021/3/31,148.2721133,South,TN,"Hamilton County, TN",47065
2021/3/31,266.4731865,Northeast,PA,"Indiana County, PA",42063
2021/3/31,81.69137714,South,KY,"Jefferson County, KY",21111
2021/3/31,121.2101799,Midwest,IN,"Lake County, IN",18089
2021/3/31,231.2216718,South,FL,"Miami-Dade County, FL",12086
2021/3/31,76.78329022,Northeast,MA,"Middlesex County, MA",25017
2021/3/31,18.75772605,West,CA,"Monterey County, CA",6053
2021/3/31,192.1283953,Northeast,NY,"Nassau County, NY",36059
2021/3/31,142.3863058,West,MT,"Park County, MT",30067
2021/3/31,46.37991541,West,CA,"Placer County, CA",6061
2021/3/31,205.9954311,South,VA,"Stafford County, VA",51179
2021/3/31,326.1204813,Northeast,MA,"Suffolk County, MA",25025
2021/3/31,667.8308111,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/4/7,105.3464833,West,CO,"Arapahoe County, CO",8005
2021/4/7,252.2178386,Northeast,MA,"Berkshire County, MA",25003
2021/4/7,388.8579287,Northeast,PA,"Dauphin County, PA",42043
2021/4/7,25.69656094,West,NV,"Elko County, NV",32007
2021/4/7,158.2438564,Northeast,PA,"Erie County, PA",42049
2021/4/7,101.6762025,Northeast,MA,"Essex County, MA",25009
2021/4/7,484.5797633,Northeast,CT,"Fairfield County, CT",9001
2021/4/7,299.9098154,Northeast,PA,"Indiana County, PA",42063
2021/4/7,98.29136235,South,KY,"Jefferson County, KY",21111
2021/4/7,184.8047875,Midwest,IN,"Lake County, IN",18089
2021/4/7,223.6948613,South,FL,"Miami-Dade County, FL",12086
2021/4/7,75.95477889,Northeast,MA,"Middlesex County, MA",25017
2021/4/7,46.16270405,West,CA,"Monterey County, CA",6053
2021/4/7,66.92572662,Northeast,PA,"Montgomery County, PA",42091
2021/4/7,90.90774038,Northeast,NY,"Nassau County, NY",36059
2021/4/7,67.28713432,South,FL,"Palm Beach County, FL",12099
2021/4/7,183.7734938,West,MT,"Park County, MT",30067
2021/4/7,39.74394369,West,CA,"Placer County, CA",6061
2021/4/7,265.8172365,South,VA,"Stafford County, VA",51179
2021/4/7,325.3946035,Northeast,MA,"Suffolk County, MA",25025
2021/4/7,738.4061149,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/4/7,222.4049888,Northeast,NJ,"Union County, NJ",34039
2021/4/14,131.6946385,West,CO,"Arapahoe County, CO",8005
2021/4/14,138.6162733,Northeast,MA,"Berkshire County, MA",25003
2021/4/14,313.4387714,Northeast,PA,"Dauphin County, PA",42043
2021/4/14,51.651435,West,NV,"Elko County, NV",32007
2021/4/14,175.2288371,Northeast,PA,"Erie County, PA",42049
2021/4/14,64.84357614,Northeast,MA,"Essex County, MA",25009
2021/4/14,449.2567776,Northeast,CT,"Fairfield County, CT",9001
2021/4/14,114.2020327,South,TN,"Hamilton County, TN",47065
2021/4/14,151.9979956,Northeast,MA,"Hampshire County, MA",25015
2021/4/14,310.2196262,Northeast,PA,"Indiana County, PA",42063
2021/4/14,71.7690233,South,KY,"Jefferson County, KY",21111
2021/4/14,208.6209452,Midwest,IN,"Lake County, IN",18089
2021/4/14,168.3555844,South,FL,"Miami-Dade County, FL",12086
2021/4/14,87.69489981,Northeast,MA,"Middlesex County, MA",25017
2021/4/14,20.17771376,West,CA,"Monterey County, CA",6053
2021/4/14,232.8835986,West,MT,"Park County, MT",30067
2021/4/14,49.36126759,West,CA,"Placer County, CA",6061
2021/4/14,365.6049799,South,VA,"Stafford County, VA",51179
2021/4/14,275.1833697,Northeast,MA,"Suffolk County, MA",25025
2021/4/21,159.9380604,West,CO,"Arapahoe County, CO",8005
2021/4/21,63.1380398,Northeast,MA,"Berkshire County, MA",25003
2021/4/21,224.9685509,Northeast,PA,"Dauphin County, PA",42043
2021/4/21,63.35118418,West,NV,"Elko County, NV",32007
2021/4/21,151.5133871,Northeast,PA,"Erie County, PA",42049
2021/4/21,53.31696573,Northeast,MA,"Essex County, MA",25009
2021/4/21,553.3248332,Northeast,CT,"Fairfield County, CT",9001
2021/4/21,81.89404248,Northeast,PA,"Franklin County, PA",42055
2021/4/21,232.8998407,Northeast,PA,"Indiana County, PA",42063
2021/4/21,75.20061629,South,KY,"Jefferson County, KY",21111
2021/4/21,199.4159448,Midwest,IN,"Lake County, IN",18089
2021/4/21,129.6932088,South,FL,"Miami-Dade County, FL",12086
2021/4/21,49.87689862,Northeast,MA,"Middlesex County, MA",25017
2021/4/21,4.315523874,West,CA,"Monterey County, CA",6053
2021/4/21,50.78658831,Northeast,PA,"Montgomery County, PA",42091
2021/4/21,44.85165485,Northeast,NY,"Nassau County, NY",36059
2021/4/21,55.31261878,South,FL,"Palm Beach County, FL",12099
2021/4/21,314.5700451,West,MT,"Park County, MT",30067
2021/4/21,47.71261974,West,CA,"Placer County, CA",6061
2021/4/21,345.1797596,South,VA,"Stafford County, VA",51179
2021/4/21,202.8550269,Northeast,MA,"Suffolk County, MA",25025
2021/4/21,447.7667326,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/4/21,142.3012522,Northeast,NJ,"Union County, NJ",34039
2021/4/28,133.6822885,West,CO,"Arapahoe County, CO",8005
2021/4/28,40.56286081,Northeast,MA,"Berkshire County, MA",25003
2021/4/28,236.6087948,Northeast,PA,"Dauphin County, PA",42043
2021/4/28,89.52991037,West,NV,"Elko County, NV",32007
2021/4/28,150.359485,Northeast,PA,"Erie County, PA",42049
2021/4/28,214.4951813,Northeast,CT,"Fairfield County, CT",9001
2021/4/28,137.5219174,Midwest,IN,"Hamilton County, IN",18057
2021/4/28,76.90241823,South,TN,"Hamilton County, TN",47065
2021/4/28,135.7757168,Northeast,PA,"Indiana County, PA",42063
2021/4/28,189.6683111,Midwest,IN,"Lake County, IN",18089
2021/4/28,128.3505361,South,FL,"Miami-Dade County, FL",12086
2021/4/28,33.38789558,Northeast,MA,"Middlesex County, MA",25017
2021/4/28,6.033405708,West,CA,"Monterey County, CA",6053
2021/4/28,376.0315001,West,MT,"Park County, MT",30067
2021/4/28,34.84974961,West,CA,"Placer County, CA",6061
2021/4/28,60.47272907,South,TN,"Shelby County, TN",47157
2021/4/28,177.2769889,South,VA,"Stafford County, VA",51179
2021/4/28,149.3661223,Northeast,MA,"Suffolk County, MA",25025
2021/4/28,266.9712357,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/5/5,93.17546486,West,CO,"Arapahoe County, CO",8005
2021/5/5,44.73826224,Northeast,MA,"Berkshire County, MA",25003
2021/5/5,233.8933336,Northeast,PA,"Dauphin County, PA",42043
2021/5/5,42.43724649,West,NV,"Elko County, NV",32007
2021/5/5,157.0115629,Northeast,PA,"Erie County, PA",42049
2021/5/5,71.14712927,Northeast,CT,"Fairfield County, CT",9001
2021/5/5,83.14673033,Midwest,IN,"Hamilton County, IN",18057
2021/5/5,30.4734381,South,TN,"Hamilton County, TN",47065
2021/5/5,217.5414049,Northeast,MA,"Hampshire County, MA",25015
2021/5/5,180.7099157,Northeast,PA,"Indiana County, PA",42063
2021/5/5,68.86390905,South,KY,"Jefferson County, KY",21111
2021/5/5,136.025058,Midwest,IN,"Lake County, IN",18089
2021/5/5,81.63486303,South,FL,"Miami-Dade County, FL",12086
2021/5/5,14.8001372,Northeast,MA,"Middlesex County, MA",25017
2021/5/5,12.28039173,West,CA,"Monterey County, CA",6053
2021/5/5,42.42386985,Northeast,NY,"Nassau County, NY",36059
2021/5/5,64.74035483,South,FL,"Palm Beach County, FL",12099
2021/5/5,249.5592475,West,MT,"Park County, MT",30067
2021/5/5,28.15499118,West,CA,"Placer County, CA",6061
2021/5/5,55.46743817,South,TN,"Shelby County, TN",47157
2021/5/5,114.4407491,South,VA,"Stafford County, VA",51179
2021/5/5,96.56926788,Northeast,MA,"Suffolk County, MA",25025
2021/5/5,130.6608018,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/5/5,66.28442422,Northeast,NJ,"Union County, NJ",34039
2021/5/12,59.57691757,West,CO,"Arapahoe County, CO",8005
2021/5/12,25.31924641,Northeast,MA,"Berkshire County, MA",25003
2021/5/12,160.9386851,Northeast,PA,"Dauphin County, PA",42043
2021/5/12,90.40783084,West,NV,"Elko County, NV",32007
2021/5/12,187.1767552,Northeast,PA,"Erie County, PA",42049
2021/5/12,9.006574494,Northeast,MA,"Essex County, MA",25009
2021/5/12,29.17456699,Northeast,CT,"Fairfield County, CT",9001
2021/5/12,53.87041193,Midwest,IN,"Hamilton County, IN",18057
2021/5/12,36.16593284,South,TN,"Hamilton County, TN",47065
2021/5/12,257.48921,Northeast,PA,"Indiana County, PA",42063
2021/5/12,55.37297219,South,KY,"Jefferson County, KY",21111
2021/5/12,136.3708997,Midwest,IN,"Lake County, IN",18089
2021/5/12,81.35635293,South,FL,"Miami-Dade County, FL",12086
2021/5/12,9.232702188,Northeast,MA,"Middlesex County, MA",25017
2021/5/12,4.401330575,West,CA,"Monterey County, CA",6053
2021/5/12,35.37032845,Northeast,PA,"Montgomery County, PA",42091
2021/5/12,101.8840848,West,MT,"Park County, MT",30067
2021/5/12,33.31898616,West,CA,"Placer County, CA",6061
2021/5/12,33.24500213,South,TN,"Shelby County, TN",47157
2021/5/12,53.86585214,South,VA,"Stafford County, VA",51179
2021/5/12,66.28177471,Northeast,MA,"Suffolk County, MA",25025
2021/5/12,47.29329213,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/5/19,72.19073193,West,CO,"Arapahoe County, CO",8005
2021/5/19,35.27652669,Northeast,MA,"Berkshire County, MA",25003
2021/5/19,110.7987909,Northeast,PA,"Dauphin County, PA",42043
2021/5/19,295.8477864,West,NV,"Elko County, NV",32007
2021/5/19,142.0109092,Northeast,PA,"Erie County, PA",42049
2021/5/19,9.375743,Northeast,MA,"Essex County, MA",25009
2021/5/19,22.87959232,Northeast,CT,"Fairfield County, CT",9001
2021/5/19,26.68136533,Midwest,IN,"Hamilton County, IN",18057
2021/5/19,54.32199978,South,TN,"Hamilton County, TN",47065
2021/5/19,163.2907586,Northeast,PA,"Indiana County, PA",42063
2021/5/19,51.92119267,South,KY,"Jefferson County, KY",21111
2021/5/19,121.5956739,Midwest,IN,"Lake County, IN",18089
2021/5/19,66.63953459,South,FL,"Miami-Dade County, FL",12086
2021/5/19,7.579768952,Northeast,MA,"Middlesex County, MA",25017
2021/5/19,1.22043177,West,CA,"Monterey County, CA",6053
2021/5/19,15.75772533,Northeast,NY,"Nassau County, NY",36059
2021/5/19,59.59325013,South,FL,"Palm Beach County, FL",12099
2021/5/19,133.6588709,West,MT,"Park County, MT",30067
2021/5/19,19.80419299,West,CA,"Placer County, CA",6061
2021/5/19,23.23525484,South,TN,"Shelby County, TN",47157
2021/5/19,48.79690928,South,VA,"Stafford County, VA",51179
2021/5/19,52.74510041,Northeast,MA,"Suffolk County, MA",25025
2021/5/19,45.04637169,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/5/19,27.95040777,Northeast,NJ,"Union County, NJ",34039
2021/5/26,15.92687245,Northeast,MA,"Berkshire County, MA",25003
2021/5/26,74.22790931,Northeast,PA,"Dauphin County, PA",42043
2021/5/26,359.2942745,West,NV,"Elko County, NV",32007
2021/5/26,84.74492295,Northeast,PA,"Erie County, PA",42049
2021/5/26,1.999832884,Northeast,MA,"Essex County, MA",25009
2021/5/26,16.58139908,Northeast,CT,"Fairfield County, CT",9001
2021/5/26,21.58251023,Midwest,IN,"Hamilton County, IN",18057
2021/5/26,53.35020483,South,TN,"Hamilton County, TN",47065
2021/5/26,10.47684783,Northeast,MA,"Hampshire County, MA",25015
2021/5/26,57.24174074,Northeast,PA,"Indiana County, PA",42063
2021/5/26,30.2655961,South,KY,"Jefferson County, KY",21111
2021/5/26,48.20609307,South,FL,"Miami-Dade County, FL",12086
2021/5/26,5.524554034,Northeast,MA,"Middlesex County, MA",25017
2021/5/26,2.01912231,West,CA,"Monterey County, CA",6053
2021/5/26,9.476935562,Northeast,PA,"Montgomery County, PA",42091
2021/5/26,66.98407731,West,MT,"Park County, MT",30067
2021/5/26,31.71524648,West,CA,"Placer County, CA",6061
2021/5/26,8.091311679,South,TN,"Shelby County, TN",47157
2021/5/26,34.53856548,South,VA,"Stafford County, VA",51179
2021/5/26,36.29813755,Northeast,MA,"Suffolk County, MA",25025
2021/5/26,12.02317454,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/6/2,52.86715147,West,CO,"Arapahoe County, CO",8005
2021/6/2,17.9632901,Northeast,MA,"Berkshire County, MA",25003
2021/6/2,52.06712253,Northeast,PA,"Dauphin County, PA",42043
2021/6/2,117.3431691,West,NV,"Elko County, NV",32007
2021/6/2,67.20952095,Northeast,PA,"Erie County, PA",42049
2021/6/2,0,Northeast,MA,"Essex County, MA",25009
2021/6/2,16.71730804,Northeast,CT,"Fairfield County, CT",9001
2021/6/2,21.44430842,Midwest,IN,"Hamilton County, IN",18057
2021/6/2,65.50603311,South,TN,"Hamilton County, TN",47065
2021/6/2,79.80058304,South,FL,"Hillsborough County, FL",12057
2021/6/2,20.29482454,Northeast,PA,"Indiana County, PA",42063
2021/6/2,24.88412184,South,KY,"Jefferson County, KY",21111
2021/6/2,36.94911149,Midwest,IN,"Lake County, IN",18089
2021/6/2,52.45422089,South,FL,"Miami-Dade County, FL",12086
2021/6/2,2.131371591,Northeast,MA,"Middlesex County, MA",25017
2021/6/2,8.163582048,West,CA,"Monterey County, CA",6053
2021/6/2,1.693633738,Northeast,NY,"Nassau County, NY",36059
2021/6/2,30.10430173,South,FL,"Palm Beach County, FL",12099
2021/6/2,57.00066673,West,MT,"Park County, MT",30067
2021/6/2,58.64665854,West,CA,"Placer County, CA",6061
2021/6/2,18.95844127,South,TN,"Shelby County, TN",47157
2021/6/2,48.36053719,South,VA,"Stafford County, VA",51179
2021/6/2,27.59567589,Northeast,MA,"Suffolk County, MA",25025
2021/6/2,0.485630248,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/6/9,48.87437131,West,CO,"Arapahoe County, CO",8005
2021/6/9,126.3994259,South,AR,"Benton County, AR",5007
2021/6/9,80.00971606,South,FL,"Brevard County, FL",12009
2021/6/9,35.85404777,Midwest,MO,"Cape Girardeau County, MO",29031
2021/6/9,93.47683323,West,NV,"Clark County, NV",32003
2021/6/9,27.21754139,Northeast,ME,"Cumberland County, ME",23005
2021/6/9,162.000243,South,NC,"Cumberland County, NC",37051
2021/6/9,24.05161331,Midwest,MN,"Dakota County, MN",27037
2021/6/9,29.63429652,Northeast,PA,"Dauphin County, PA",42043
2021/6/9,51.30752185,West,NV,"Elko County, NV",32007
2021/6/9,125.6951952,Northeast,PA,"Erie County, PA",42049
2021/6/9,0,Northeast,MA,"Essex County, MA",25009
2021/6/9,56.51083128,Northeast,NJ,"Essex County, NJ",34013
2021/6/9,19.86174895,Northeast,CT,"Fairfield County, CT",9001
2021/6/9,10.59305118,Midwest,IN,"Hamilton County, IN",18057
2021/6/9,14.60218545,South,TN,"Hamilton County, TN",47065
2021/6/9,25.53258009,Midwest,MN,"Hennepin County, MN",27053
2021/6/9,85.007532,South,FL,"Hillsborough County, FL",12057
2021/6/9,17.65353849,Northeast,PA,"Indiana County, PA",42063
2021/6/9,57.35862172,South,KY,"Jefferson County, KY",21111
2021/6/9,153.1231219,Midwest,IL,"Kankakee County, IL",17091
2021/6/9,17.71108129,South,TX,"Kaufman County, TX",48257
2021/6/9,25.17602619,Northeast,ME,"Kennebec County, ME",23011
2021/6/9,232.9662668,South,KY,"Kenton County, KY",21117
2021/6/9,40.7231455,Northeast,PA,"Lackawanna County, PA",42069
2021/6/9,8.592286231,Midwest,IN,"Lake County, IN",18089
2021/6/9,58.87037095,West,ID,"Latah County, ID",16057
2021/6/9,27.15104721,South,VA,"Loudoun County, VA",51107
2021/6/9,43.1944978,South,GA,"Lowndes County, GA",13185
2021/6/9,4.952360466,South,AL,"Madison County, AL",1089
2021/6/9,103.810679,South,FL,"Miami-Dade County, FL",12086
2021/6/9,6.855754026,Northeast,MA,"Middlesex County, MA",25017
2021/6/9,51.56844634,Northeast,NJ,"Middlesex County, NJ",34023
2021/6/9,139.1134247,Northeast,NJ,"Monmouth County, NJ",34025
2021/6/9,6.291677211,West,CA,"Monterey County, CA",6053
2021/6/9,1.521729618,Northeast,PA,"Montgomery County, PA",42091
2021/6/9,95.19595838,West,OR,"Multnomah County, OR",41051
2021/6/9,28.76765553,South,WV,"Ohio County, WV",54069
2021/6/9,172.3081764,South,FL,"Orange County, FL",12095
2021/6/9,103.6970029,West,MT,"Park County, MT",30067
2021/6/9,27.51032084,Midwest,IL,"Peoria County, IL",17143
2021/6/9,140.7663131,West,CA,"Placer County, CA",6061
